medianIncome,medianHouseValue
10.3979,500.001
1.8068,225
7.1035,228.7
5.065,215.4
2.3169,68.9
4.1,184.9
2.6442,136.1
4.4444,191.8
4.125,359.5
1.9612,53.4
7.4219,500.001
3.1932,123.4
2.6375,233.8
1.8913,91.2
15.0001,500.001
1.5833,56.7
2.4012,159.4
2.2292,127.5
3.1812,87.5
4.0556,182.5
0.8804,450
2.5147,84.7
4.3218,209.1
2.6934,160.2
6.1527,500.001
5.2971,442.1
4.1856,72.1
3.0234,88.6
15.0001,500.001
3.0379,249.3
2.6953,121
3.1563,277
5.2601,292.7
3.6484,95
6.8089,334.1
4.6324,168.8
6.2708,251.4
0.9702,225.4
3.6474,184.1
1.3125,87.5
3.9722,189
2.398,87.6
1.7083,100
2.2222,276.8
2.3006,69
4.0568,225.2
8.6123,386.7
2.625,91.7
7.8997,500.001
3.5349,193.6
4.3864,179.5
3.0225,130.8
3.4836,287.9
3.3173,247.4
4.5,151.4
3.5208,76.6
3.8547,208.3
3.8893,218.6
5.1831,350
2.1615,118.8
4.38,196.4
3.163,179.4
3.875,342.9
2.6847,111.3
7.0544,320.7
4.0114,97.7
5.8491,247.3
3.7171,228.8
2.1176,124.1
1.4375,165
2.3562,123.8
5.5581,218.3
3.4423,117.5
3,110
3.6294,240
3.25,218.1
2.0976,72.6
1.74,44
8.4438,390
2.5896,104.7
2.29,121.8
5.901,235.6
3.7359,262.5
3.125,325
2.6818,114.1
2.9926,183.2
3.375,126
2.25,132.8
3.724,131.6
1.6554,119.4
4.763,232.7
4.0125,130.1
2.0308,91.1
3.915,117.4
4.6477,142.7
12.2478,500.001
1.9267,67.5
6.8317,446.1
2.8281,106.3
2.4054,112.5
3.0369,500.001
4.1656,364.7
4.4239,267.1
3.9167,243.6
2.9375,106.7
3.6936,238.3
4.1482,124.6
2.5833,112.5
6.7181,160.3
5.0452,231.9
2.1487,86.6
5.4372,223.2
4.6904,174.2
1.4012,175
3.0083,163.5
4.5523,500.001
4.2292,64.4
6.0571,272.4
4.0227,126.5
6.0582,157.7
2.9205,143.1
3.8047,94.3
4.1386,177.3
3.338,185.3
3.94,223.9
2.1179,153.1
2.4167,67
4.7566,178.3
5.9919,345.1
4.515,164
4.071,137.4
4.3661,219.9
4.7109,198.7
1.0521,69.1
3.8295,122.2
2.6974,165.4
3.4107,142.5
3.7991,175
3.9688,169.8
5.8461,227.4
6.2987,348.2
1.9453,149
6.2423,305.4
5.9639,262.3
2.9519,140.9
5.1269,285.2
3.875,258.3
2.8125,143.8
4.9091,122.4
2.9167,224.3
2.7727,235.6
2.4821,73.8
7.7785,404.7
4.5033,213.1
2.8942,500.001
4.375,349.5
2.639,242.5
3.8644,241.5
2.6369,110
3.0278,356.3
3.0737,111.6
4.3393,231.2
3.0625,260.3
3.5192,144
4.4397,187.1
3.0132,202.5
10.1248,428.5
2.7083,103.6
1.375,70.1
5.5918,260.5
8.7604,331.8
3.5556,500
2.2863,69.2
6.4667,263.9
2.2264,50.8
2.0227,103.1
3.2368,136.9
4.1518,136.9
3.9331,187.6
2.8393,120.7
15.0001,500.001
3.2813,163.2
5.2166,230.9
4.1974,157.8
8.7385,340
2.4286,68.1
7.309,367.9
3.3971,220.3
4.0667,276.9
3.449,239.1
10.6796,500.001
3.1724,141.6
5.2661,314.9
2.694,164.1
4.8059,270.6
6.1404,368.4
2.8015,114.8
3.7917,123.4
2.2106,132.5
2.75,65
2.3284,290.6
2.919,116.5
4.5536,190.1
2.7188,105.7
2.8095,118.3
3.8068,500.001
4.1731,205.1
3.7727,193
5.5388,352.1
2.7143,185.4
2.6619,86.2
10.6834,500.001
1.4792,54.4
5.1296,195.9
6.5861,417.8
2.6397,59.7
4.4583,253.9
11.3074,500.001
4.7986,236.5
3.5313,148.7
2.6553,183.1
3.8036,158.2
1.6667,78.8
3.9688,249.6
3.8333,170.4
2.9107,152.5
5.1781,122.5
1.0539,142.5
6.5928,439.1
5.883,295.1
3.2708,159.7
10.4286,500.001
4.1023,230.2
8.2266,500.001
1.9925,225
1.1607,51.7
3.3849,96.9
4.0962,170.2
1.6685,114.1
3.2279,182.4
3.1736,181.3
2.7083,91.2
4.3039,168.5
6.5285,300.4
1.9485,86.6
4.4091,317.9
7.0935,379.5
3.9643,188.8
4.8906,334.4
2.8088,247.5
3.8125,235.1
3.1923,221.8
2.45,350
8.0144,500.001
1.6458,83.6
4.4279,226.4
2.2619,123.5
1.3444,45.6
3.8512,171.3
2.8226,99.9
5.1046,209.8
3.2969,189
6.7079,250.8
4.3859,270.2
1.474,71
5.1696,261.4
3.5302,329.6
3.1719,115.4
1.625,75
4.2434,270.5
5.0893,173.4
2.7721,155.4
4.9957,296.4
1.2446,103.8
1.8208,50
4.8088,321.2
2.1779,58.4
6.8039,332.9
3.5491,261.1
2.5587,87.8
5.1602,231.2
3.5592,160.2
4.2308,416.1
4.3281,220
9.7449,500.001
2.1507,221.5
2.4167,125.5
4.3458,407.5
2.7955,157.5
4.775,500.001
1.1917,86.9
2.2356,119.5
3.125,88.5
2.2868,103.1
3.2788,100
7.2772,477.2
4.4306,170.1
2.0375,75
2.8654,176.8
4.5893,190
7.5,287.2
3.6563,222.4
3.9286,145.8
2.0441,42.1
3.2917,150.8
4.3553,220.6
4.4562,206.2
2.2264,181.3
4.1544,119.4
4.2917,227.9
3.7549,275
3.5489,106.4
2.4912,257.8
5.5464,207.5
4.7367,214.5
1.7546,80.6
2.7955,96.5
5.4065,243.8
3.1563,267
3.9792,164.8
6.1181,284.5
3.5313,82.8
7.0113,319.7
1.4871,87.1
4.3365,221
5.2837,283.8
3.1442,162.1
9.8177,500.001
3.2717,130.7
7.2423,350
9.2175,500.001
3.5227,206.1
3.058,133
7.6717,416.5
3.7566,146.7
5.0897,189
1.59,80.9
4.8311,172.2
1.8856,118.8
5.5148,253.5
6.0965,262.3
4.1279,223.9
2.2833,85.8
2.5179,79
3.7813,232
2.3704,166.1
6.5778,350.8
2.2754,59.2
2.9647,108.9
1.7945,106.3
5.2732,209.7
4.125,230.2
6.3237,260.9
3.9798,187.5
3.7102,289.6
5.6383,377
7.8005,318.1
5.0527,231.4
4.194,293.9
2.7125,217.5
1.5057,87.5
5.5357,273.7
3.1053,96.7
2.3214,104.8
2.0714,300
5.2773,250.8
9.9071,500.001
2.4537,91.5
1.3532,95.8
9.1834,500.001
3.8929,187.5
3.1289,320.6
3.8698,500.001
1.9167,64.4
2.8322,170.3
2.9118,172.4
1.6136,67.4
3.835,418.6
2.7652,95.6
1.4375,96.4
3.0114,366.7
2.7125,166.1
5.7039,199.4
2.59,96.4
1.9668,152.1
3.4861,177.2
3.1375,146.2
8.6088,307.4
3.25,355
6.939,372
2.7813,231.3
1.2989,225
2.8,113.6
4.6053,150.1
3.1786,83.4
4.7027,227.6
3.7578,137.5
0.8543,500.001
3.6027,211.9
4.3646,211.4
4.6327,116
4.4306,159.1
2.1658,57.6
4.4861,140.4
6.1966,260.5
2.4297,147.2
5.2017,364.6
3.0357,206
5.2149,146.5
4.8214,362.5
2.724,139.3
1.75,73.8
4.1667,151.9
3.7045,360.5
2.9044,257.4
1.9135,87.5
6.187,287.9
3.5313,230.4
2.7857,77.4
4.0417,191.1
2.5668,280
1.3278,44.5
1.7794,98.8
2.9821,111.5
4.6406,217.5
3.6505,145.7
5.293,207
3.5417,177.1
2.4583,120.9
2.1953,75
3.625,107.6
1.8625,90.2
1.6236,67.3
4.45,138.7
4.26,189.4
4.3693,423.3
3.9224,230.6
8.2531,419.2
2.5224,119.2
2.6875,233.3
2.3816,116
5.0275,179.3
3.3889,285.7
1.2857,99.3
2.375,340.4
7.1322,500.001
6.0374,500.001
5.6194,274.7
2.0547,102.6
1.4044,61.7
1.9309,137.5
2.1912,115.2
2.4003,142.1
2.6429,71.3
3.1711,215.4
3.2462,435.7
2.2423,132.6
2.0938,79.6
5.038,194
3.6719,227.9
2.7266,101
2.9514,185.2
4.0417,99.3
5.2497,215
3.2546,187.5
2.5156,71.9
2.9271,87.5
1.7734,41.4
3.8621,165.3
4.1908,500.001
2.4922,109.4
5.5,201
4.7845,231.4
5.0385,277.3
3.15,206.3
2.3098,173.1
4.0052,196.4
2.8793,118.1
6.5958,236.8
1.9575,67
2.4695,58
2.7222,161.2
2.3507,65.6
7.2137,401.9
3.0288,164.4
6.9261,284.6
3.6401,267.5
4.0139,163.1
8.05,380
3.0714,161.7
1.0617,92.4
5.6613,172.4
3.6202,366.1
4.6992,251.9
9.5268,437.9
3.6641,386.1
5.9289,411.3
4.0893,450
3.1204,110.8
2.6288,160.3
5.3279,413.9
4.2206,178
4.5682,371.6
5.5395,273.3
4.1116,187.5
5.2489,213.7
4.9886,158.1
6.6783,275
3.9537,266.4
2.0363,53.5
6.9391,500.001
2.5737,76.9
3.1304,185.6
4.1099,120.1
4.9732,342.3
4.5317,232.6
9.3959,500.001
2.6862,195.8
3.6071,159.1
0.8026,112.5
5.1506,387.5
3.7973,181.3
2.9583,138.8
4.0393,156.8
4.0859,228.6
2.9167,83.9
2.6217,156.3
1.7016,160
1.9718,110.6
2.6149,84.4
4.5167,265.2
4.3269,224.7
7.3356,422.7
3.474,70.5
2.8727,245.1
3.1187,169.4
5.5867,182.5
5.6399,300.6
2.4375,154.8
6.6265,500.001
4.3438,209.7
2.2027,192.7
2.6701,139
2.8438,162.5
2.5156,59.3
3.3438,124.4
3.5481,158.1
2.5434,67.3
5.9356,321.7
6.083,341.4
2.1406,55
3.625,89.5
1.4712,105.8
4.3,226.4
2.7083,64.5
3.7958,400
1.9911,220
3.9485,133.9
5.3909,113
2.4398,87.5
2.3148,154.2
4.1544,277
7.3715,263
3.3229,119.3
1.9531,162.5
2.0246,148.8
4.2917,189.6
2.6167,85.1
1.2065,55.6
2.9452,115.6
2.8173,110.8
2.4107,184.4
2.9934,256.3
5.806,308.7
3.5714,300
2.8192,162.5
5.6094,279.2
4.8173,235.6
3.1781,162
4.0089,132.1
2.4137,62.1
4.45,267.9
2.6094,139.1
6.0621,304.4
2.3233,78.8
5.8995,189.9
5.1099,213.1
4.8472,500.001
3.875,94.5
3.5391,144.7
6.2884,414.7
1.9464,112.5
2.1472,143.4
5.1054,294.5
3.93,163.4
3.2708,384.7
4.8013,224.1
2.1343,400
0.9948,65.4
3.1946,132.7
3.1083,220.5
4.3125,164.4
6.2715,97.2
8.1064,500.001
1.9444,93.4
4.2329,145.5
4.8269,272.9
1.4729,54.1
2.1292,135
2.6442,55
6.1401,243.2
2.2988,153.4
3.7067,175
4.25,439.3
7.6129,412.5
6.0994,254.9
2.1866,250
1.9908,118.8
4.73,201
4.6607,173
2.3816,166.7
3.1621,131
2.7312,147.1
2.3013,26.6
4.4875,500.001
2.3,132.8
3.8633,187.9
4.5667,271.5
5.7619,297.3
1.3922,49.5
4.6771,212
3.625,135.7
4.3047,152.1
4.87,187.7
2.9315,149
1.6725,187.5
8.7991,478.5
4.0798,179.2
1.5854,87.5
4.7813,241.5
4.2762,310.1
1.9402,62.2
3.1635,74.3
1.725,54.3
5.1929,165
2.1889,69.3
3.6897,101.1
1.2667,67.5
3.524,186.2
5.2249,445.2
2.7308,150.4
3.9722,276.2
1.886,105.3
4.0217,500.001
4.2813,384.4
3.1194,112.5
1.8068,59
1.3889,50.2
3.2377,184.1
3.3603,162.5
1.7273,58.2
5.5422,253.1
6.5783,244.8
3.9625,288.2
3.3892,323.1
2.9469,111.6
5.25,190.2
3.9485,230
2.3778,90.7
5.25,205.1
4.0625,143.2
4.7179,376.7
2.3281,85.8
5.5105,232.1
3.7321,351.1
3.788,136.8
2.6923,150
2.8152,106.9
4.061,222.7
2.875,300
4.2312,197
10.8289,500.001
1.6531,118.5
5.5756,309.9
1.6865,58.8
3.175,66.8
5.1145,219.9
2.3333,122.8
5.3398,260.9
6.9664,293.9
2.2402,450
3.6902,233
1.2716,69.4
1.95,112.6
3.0465,148.9
3.6815,245.3
2.8942,182.5
2.9955,134.7
4.87,220.9
3.7679,500.001
2.1975,73.5
5.5429,269.1
2.6591,82.8
4.9205,173.9
4.81,93.6
3.0724,110.7
2.239,121.3
2.0972,117
0.7473,168.8
3.7083,175.2
3.2672,107.5
5.296,500.001
3.4091,168.8
5.0605,311
2.2083,103.9
3.6682,266.1
5.4288,167.8
7.2554,335.6
1.5594,87.5
3.2243,107.9
6.37,229.2
2.5437,146.4
2.9769,92.7
1.2625,43
2.3,164.2
3.9118,129.4
2.8569,372.2
4.245,214.5
3.9702,194.1
4.3309,125.2
3.3621,169.7
2.8512,272.8
2.5192,76.4
4.75,254.4
1.375,100
2.8167,162.1
2.2538,181.3
3.4799,320.8
6.9418,310.5
5.6637,222.1
3.8703,137
2.7254,444.4
6.5394,272
3.7655,197.7
3.1534,123.4
2.5461,93.9
2.5326,139.1
2.345,225
2.0878,101.3
4.1023,217.3
3.75,146.8
3.4698,225
4.1523,252
2.582,181.8
4.125,239.6
2.7472,160.1
3.8512,134.6
5.316,398.1
1.2188,55
2.6033,162.9
2.6976,109.3
3.0417,117.3
3.227,136.1
2.905,159.3
3.0536,143.6
2.3832,35
3.2154,259.6
1.6168,71.8
3.4671,250
4.8266,146.2
3.25,137.5
3.3043,155.5
3.2833,111.7
4.3125,290.5
3.1597,214.7
6.4001,321.8
2.5781,104.8
4.7679,169.5
6.1195,251.1
3.3906,178.9
7.7854,395.3
2.773,140.5
2.4322,112.1
4.0043,133.5
0.4999,56.7
2.1036,88.3
2.6827,110.4
6.6331,283.3
2.503,65.6
3.6389,304
6.8299,262.1
10.076,500.001
3.3009,168
7.866,500.001
5.4197,280.9
2.5729,134.4
8.7939,500.001
4.875,336.7
1.9375,67.7
7.898,258.2
3.2292,225
2.9213,190.8
3.625,67.5
5.8596,318.7
5.49,239.3
1.119,175
4.9643,335
6.4631,344.1
8.9571,399.7
2.5625,103.1
5.6292,231.4
4.1324,434.8
2.6673,87.5
1.684,71.3
4.0536,253.6
4.0114,263.4
3.455,156.9
1.2206,129.2
5.1354,181.6
1.4786,54.8
3.1591,434.7
2.425,216.1
3.7479,213
4.0813,137
1.6815,218.8
2.6742,131.9
4.125,189.2
2.1571,81.5
8.492,500.001
2.5685,267.6
1.724,225
3.1146,142.5
6.1064,405
3.125,154.1
5.637,500.001
4.5694,204.3
1.76,63.2
3.205,101.9
5.2533,500.001
3.0441,185.4
1.9439,62.1
2.4375,59.2
1.7823,205.3
5.9039,355.3
2.3812,135.1
3.0448,192.1
3.7917,103
1.6667,68.1
15.0001,500.001
6.0959,272.7
15.0001,500.001
2.3636,190
2.9605,129.4
5.3102,195
1.4415,54.4
3.1731,121.5
3.1325,215
7.1837,176.3
3.9417,179.8
3.5085,187.8
5.6895,289
5.2066,500.001
4.7,223.6
3.244,258.1
1.7388,54.4
2.1211,138.1
2.825,168.6
3.415,172.5
4.1289,179.2
7.6889,229.3
6.1076,221.2
5.5634,500.001
2.8333,183.2
3.625,99.4
4.6484,270.6
1.0714,63.8
4.7222,185.1
5.7837,378.1
4.9103,140.4
2.1806,134.9
3.7051,253.7
4.7422,240.9
3.7813,146.5
3.6548,84.7
1.7143,132
6.223,260.7
5.4683,430.9
4.538,278.2
0.9705,90
4.0484,262.5
4.036,158.5
2.9485,98.8
4.0982,171.2
2.9375,209.2
3.0972,169.3
2.4559,75.6
5.1668,187.4
4.6654,340.7
6.3538,333.7
4.0603,225.2
3.1932,400
2.6346,139.8
3.117,164.6
1.4632,80.2
3.8687,145.2
8.4721,342.3
1.4384,108.8
2.8971,186.1
4.875,373.4
4.0625,201.1
3.3917,342.9
1.9602,51.4
1.585,75.5
2.1071,73.5
4.2647,133.4
2.6181,204.2
3.65,155.5
2.6477,53.3
3.6413,108.5
3.0089,100.8
1.2276,208.3
4.4625,253.5
0.7683,81.8
2.9982,204.2
1.462,70.2
3.1505,102
3.9612,175.8
4.4342,160.7
2.7098,173.8
3.7821,80.4
1.4178,145.5
2.4722,500.001
1.7961,111.7
2.8542,275
3.0199,220.2
2.4792,60
5.2375,246.4
4.0114,169.8
7.2623,500.001
3.0588,145.2
4.9917,248.1
1.2469,46.7
6.4265,263.7
2.4205,60.9
4.6042,357.3
4.2031,209.6
1.9881,159.2
5.6406,266.2
2.6364,148.8
3.0298,107.6
3.0503,225
4.7068,184.3
3.1607,57.5
4.8958,333.6
1.6389,155
2.5,116.1
2.9386,260.5
7.5426,294.8
3.3348,122.8
2.5703,178.6
0.76,162.5
5.2138,233.1
1.6991,69.1
5.0365,500
4.7045,500.001
4.2218,200.5
2.8427,164.4
2.9688,92.9
3.1912,226.4
2.7031,175.8
4.7609,378
6.2513,240.9
2.9306,67.9
4.4769,191.4
11.0911,500.001
2.067,167.3
2.1935,72.7
3.0833,88.4
2.9922,163.5
2.0583,64.8
3.2813,202.7
3.2016,97
3.6788,178.8
3.0804,156.8
4.5714,260.3
5.9878,270.7
2.5809,255.3
4.119,298.3
3.0288,258.3
3.0982,111.3
2.0673,99.8
2.625,57
3.0521,276.6
3.2734,136.4
2.1205,60
2.6074,137.5
2.0096,110.7
3.1315,137.5
4.3836,102
2.4196,194.4
3.8651,189.7
7.218,400.7
3.2396,62.3
4.3081,227.3
2.4811,111.8
2.9375,162.5
7.0671,378.2
3.6917,197.5
0.8658,87.5
8.289,372.4
2.8301,171.6
2.0385,225
2.71,65.6
2.5795,350
2.3787,177.9
5.5385,359
3.5536,387.2
4.5766,185.8
2.9334,182.6
3.8062,340.9
2.9187,93.4
3.3098,195.5
3.1204,204.2
3.6859,311.8
5.0025,234.9
2.4545,164.2
3.7159,183.3
4.3427,305.8
2.8892,159.8
4.1378,216.5
3.5179,252.7
4.45,348.3
4.575,215.4
5.7907,264.2
2.135,119.6
1.8829,300
2.0184,84.9
3.3187,144.8
4.175,229.8
2.465,198.7
15.0001,500.001
0.8056,84.4
8.3839,500.001
1.5823,72.4
3.7252,167.1
1.6875,63
2.3077,140.6
7.4353,389.8
5.25,247.2
3.2917,160.1
3.2176,89.4
1.8783,118.2
8.5677,500.001
2.4735,89.9
4.8523,175.8
3.8654,195.3
5.0686,225.6
4.9946,204.6
10.8758,500.001
3.5161,236.4
5.8509,317.8
6.6073,258.1
4.5625,136.9
3.0905,117.8
6.4761,397.5
1.2745,92.9
6.9399,349.6
2.9073,157
0.9166,99
1.6667,116.9
4.875,295.4
1.6267,129.2
2,83
2.2024,137.2
5.285,191.7
1.8446,85.7
5.5842,239.1
1.5089,115.8
3.3427,154.2
2.125,143.8
5.2015,204.2
1.1903,63.2
6.1949,243.5
3.2083,149.6
4.5493,281.5
2.1722,69.4
4.0673,84.2
5.742,221.9
6.0809,270
2.9815,73
8.2037,500.001
3.2083,75
4.75,500.001
3.25,134.7
4.6914,142.2
4.6534,196.5
5.798,286.1
4.6591,239.9
12.5915,432.4
7.2648,363.2
3.3516,150
1.875,47.8
4.1944,270.8
5.2287,191.1
5.1512,187.8
8.2598,500.001
6.7115,500.001
4.0153,460
1.9348,99.1
1.8875,136.7
1.7361,500.001
2.037,72
3.7454,243.8
3.6797,263.8
5.3558,313.8
4.0625,355.6
1.4598,52.6
4.0313,435.2
3.3021,152.7
2.6123,161.3
2.5812,91.7
3.9414,137.1
8.4709,500.001
3.6312,202.8
2.7284,118.5
4.2531,279.8
4.2437,164.1
2.0972,112.5
2.6623,120.7
4.1652,158.2
3.0184,87.9
4.6719,337
3.8819,143.2
1.1917,50
1.9549,221.5
7.3753,388.1
1.875,122.3
2.1553,84.7
2.5737,87
3.75,248.3
4.6182,301
2.7009,80.2
3.045,170.4
7.8177,500.001
2.5544,162.5
4.8068,369.7
2.8447,87.7
5.102,156.5
2.9922,179.9
2.8417,137.9
2.5556,69.7
3.1827,131.7
3.0259,211.7
5.0839,156.7
3.1964,177.7
2.0385,84.3
3.0673,68.2
5.5196,227.6
3.2149,300
3.9615,183.6
6.641,310
8.9248,500.001
3.138,217
5.7858,265.9
2.6147,107.7
4.7143,193.8
3.1369,119.6
2.3317,222.5
4.7386,340.4
5.5524,279.2
3.4306,275
2.9965,88.9
6,367.1
5.4639,238.6
4.0408,225.9
6.1333,387.2
3.3466,92.6
2.6696,121.2
8.9172,500.001
2.2269,128.3
4.0568,387.9
3.6771,172.2
2.6914,218.8
3.6937,99.3
2.2548,113.3
5.7338,225.4
2.3889,86.1
4.125,330
5.5584,241.7
3.6417,178.4
3.9022,191.7
3.5,113.9
4.267,210.3
1.5203,126.2
1.4866,237.5
1.962,52.7
3.7426,162.7
3.7917,179.2
4.9537,365.6
2.25,175
3.6437,186.5
9.4522,500.001
4.7875,163.6
15.0001,500.001
5.3168,175
3.9815,142.6
5.4051,273.5
4.2165,234.6
1.5662,48
4.0926,164.4
2.25,90.5
3.3375,186.2
3.7875,187.5
7.5674,500.001
2.1681,66.6
8.4196,450.7
2.6071,250
3.0495,98.3
7.5443,348.4
2.8155,176.8
4.375,204.7
1.6369,68.3
1.6607,67
2.6997,126.9
4.1953,226.9
3.4471,178.9
2.2429,221.1
2.1776,75.5
1.6102,93.4
5.2591,140.7
1.0846,146.4
3.1205,240.5
4.6781,500.001
4.1645,281.9
3.6811,273
3.9844,230.7
3.5227,93.1
6.6712,311.5
2.65,116.7
2.7039,364
4.2554,194.3
6.7644,412.6
3.6712,308.6
1.69,54.2
2.7788,115.4
4.0855,244.1
3.8631,225
4.2273,269.9
3.0729,104.8
4.7237,220.7
4.7344,314.7
3.9224,131.3
4.8405,354.3
1.7321,178.4
1.3571,41
2.6098,127.1
2.525,157.2
5.0958,217.1
2.6812,72.8
2.9469,216.1
7.5488,278.1
1.5714,89.7
3.0208,60
2.2847,132.7
5.3972,362.3
2.0655,93.4
2.875,96
3.875,280.8
3.6193,250
2.0521,72.4
6.1922,273.2
8.203,445.4
4.1429,254.4
0.536,42.5
4.1083,210.7
2.5035,153.2
1.4821,86.2
3.9926,92.5
6.6227,264.8
2.1354,105.8
6.1509,315.1
1.6667,133.6
5.37,275.4
5.878,387.8
1.3343,60.8
2.1637,350
1.5,139.8
3.9032,218
4.6167,237.3
4.2891,211.7
6.8654,290.5
4.0327,131
5.253,204
3.6333,170.2
2.5898,72.1
4.0417,265.3
2.7734,116.8
2.2768,145.2
1.9766,112.5
5.6958,253.8
4.0298,225.6
5.0346,174.6
3.625,181.3
2.9567,425
6.86,250
5.259,249.4
4.5268,207.4
2.5333,75
4.2212,185.4
2.4526,97.1
3.4943,311.1
5.3538,212.5
2.0706,268.5
2.7639,90.2
3.5739,176
4.3523,188.2
5.2541,237.1
1.7212,95.5
5.9328,255.9
3.5518,184.6
3.3393,146.9
2.9107,88.8
5.061,218
4.0398,233.1
4.3818,147.1
2.25,333.3
3.2431,221.4
4.8542,275
6.4651,500.001
2.8648,72.1
2.8828,131.1
9.1228,500.001
2.8285,171.3
5.1104,220.5
5.0653,158
3.6445,197.6
4.0727,214
4.8875,157.7
3.2361,500.001
1.9653,236.1
4.3409,256.3
5.0492,144.1
3.4196,302.2
4.1836,164.3
5.8178,267.4
2.7273,187.5
3.3984,90
4.5427,198.4
7.4734,432.2
1.7237,105.8
4.6908,186.6
6.4288,295.5
5.2034,212.4
5.1664,326.7
3.7833,159.8
2.9792,350
5.0092,238.7
4,355.3
2.3523,59.1
5.4536,342.7
1.7656,68
3.5646,162.6
3.7222,207.2
2.5392,147
1.8056,262.5
4.5,323.6
5.128,500.001
2.3578,88.6
3.1467,175.5
3.3981,246.9
3.0147,94.6
4.625,245.7
2.9896,235.6
5.4216,263
4.1964,185.9
3.2727,176
2.4273,138.4
4.7009,500.001
4.0625,145
0.9,500.001
3.0208,193.7
2.2381,137.5
3.1771,194
7.5655,500.001
2.48,138.9
4.0208,32.5
3.3906,189.7
3.5296,400
6.0487,254.5
3.9063,225
1.4722,137.5
2.6434,169.7
5.223,209.2
2.0643,57.6
5.3276,335.5
3.6217,195.3
3.099,166.6
4.3906,231.3
3.2112,204.5
5.611,456.6
3.5817,369.3
2.8125,70.2
1.6948,87.5
2.2768,78.6
3.2574,195.3
3.5417,71.3
1.5988,96.4
3.375,169.6
2.8125,97.3
2.9615,178.1
4.4531,177.5
3.625,233.7
4.9107,179.6
4.0227,99.8
6.131,367.8
2.0524,160.8
3.1538,155.6
3.2721,73.8
4.4375,500.001
2.8194,136.3
4.5032,159.7
2.9828,85.2
4.1667,171.9
5.8479,263.3
3.5625,101.4
3.3844,151.1
3.4125,284.1
4.5943,123.5
2.7038,227.1
3.2188,117.8
2.5625,153
2.0205,243.8
3.858,214.4
4.3585,194.4
3.5649,450
8.4699,344
2.2708,159.6
2.6488,83.1
3.4904,196.9
1.775,112.5
2.5679,114.9
2.0651,135.4
1.7262,115.6
2.3155,102.3
4.0833,118.5
6,233.1
2.5562,136.2
3.0446,101.9
3.4896,140.3
1.5885,154.2
8.1611,348
1.837,175
6.4994,323
1.7137,110.7
3.6083,134.2
3.2115,160.1
5.4089,265.6
5.2421,444.5
5.542,197.5
4.6875,188
6.6659,500.001
2.4688,236.4
7.8774,394.9
1.5844,162.5
6.2561,431
5.2336,235.6
1.8242,53.5
2.5326,156.5
3.1576,147.2
6.48,500.001
4.1528,130.1
3.375,187.5
2.4678,74.3
2.6823,93.4
3.8333,340.8
6.9742,500.001
0.8024,58.3
3.75,147.3
1.6196,85.1
2.875,117.6
2.5562,93.2
1.6823,83.8
3.2143,160.1
5.5335,342.6
3.1818,249.6
3.3125,158.8
4.18,215
8.2737,193.5
3.6979,99.6
4.625,162.5
2.7634,137.5
1.5114,90.4
2.483,214.3
5.118,195.2
4.7337,127.6
3.87,125.8
4.8125,188.3
4.8516,323.8
2.5234,88.2
2.9184,100.5
3.6953,116.1
3.0132,142.6
4.3359,209.2
3.4643,175
3.0989,171.4
2.3333,90.6
1.6652,99
1.6849,88.4
3.45,200.6
7.8061,331.4
3.1142,112.6
3.5744,500
3.2031,144.6
2.1,66.9
5.4221,284.7
3.9659,178.5
3.9191,183
5.9567,294.3
2.2813,192
0.8738,75
3.162,415
4.0208,262.5
3.7459,152.9
3.8565,239.8
4.2813,169.9
3.7857,112.7
1.5595,115.6
1.3631,45.5
3.1587,181.3
3.5329,187.4
3.3306,210.3
6.2551,500.001
3.5363,90.1
3.0625,127.4
4.317,194
5.7301,260.9
2.6991,181.3
15.0001,500.001
2.4537,153
5.482,366.3
7.5,316.4
2.3105,166.7
3.225,138.2
0.6825,187.5
1.7062,86.8
5.477,209.1
6.2498,353.3
5.2099,373.6
0.8836,450
1.7976,164.6
5.5842,88.9
4.8316,237.3
3.8684,265.6
3.1607,172.2
5.3674,339.3
4.4423,161.4
2.1806,99.7
1.4653,310
5.485,343.1
4.6696,165.5
4.3214,341.8
1.9189,165.9
5.3081,287.5
5.0406,261.4
6.1104,240.7
2.3152,111.3
8.155,343.7
3.5345,55
3.3958,178.4
4.1775,143.7
2.4167,192.9
4.1321,222.8
4.037,173.3
5.3559,235.8
3.75,223.1
2.2024,60.9
4.516,350
3.875,127.4
5.5121,224.1
3.8934,251.8
10.2317,500.001
3.5296,83.7
2.8125,500.001
5.8733,287
4.4732,266
4.1023,226.8
2.5395,109.2
4.2149,199
4.0437,162.8
3.3438,92.6
2.6146,159.4
6.5989,500.001
6.2233,230.9
2.5,64.1
2.8988,194.9
9.5551,500.001
2.8667,217.8
2.8839,145.9
2.8345,183.8
2.6161,132.5
5.2881,138
2.6563,162.5
4.0769,163.9
3.1319,62.7
3.9219,175
3.6389,167.6
1.8144,49.8
6.767,500.001
10.3345,461.4
5.0292,269.4
2.25,248.1
3.12,241.4
3.0375,126.3
5.2072,164.3
5.0399,253.4
2.3147,70.1
2.45,111.4
13.466,500.001
4.2143,236.5
3.2633,129.7
6.7257,500.001
10.2811,500.001
3.3438,153.3
3.175,191.7
4.5357,171.2
8.496,500.001
3.3479,182.1
3.2464,208
1.8462,55.8
